items,items_img,set_win_rate,set_pick_rate,set_sample_size
蒐集者|無盡之刃|衝擊火炮|嗜血者|不朽盾弓,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6673.webp,42.86,0.06,7
蒐集者|衝擊火炮|無盡之刃|多明尼克的問候|公理弧刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6696.webp,85.71,0.06,7
蒐集者|多明尼克的問候|衝擊火炮|無盡之刃|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3072.webp,42.86,0.06,7
公理弧刃|蒐集者|無盡之刃|衝擊火炮|致死宣告,https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp,42.86,0.06,7
蒐集者|衝擊火炮|多明尼克的問候|無盡之刃|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp,85.71,0.06,7
蒐集者|無盡之刃|衝擊火炮|多明尼克的問候|殞落王者之劍,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3153.webp,50.0,0.06,6
蒐集者|多明尼克的問候|無盡之刃|嗜血者|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3094.webp,50.0,0.06,6
蒐集者|無盡之刃|衝擊火炮|致死宣告|魔提斯深淵,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3156.webp,50.0,0.06,6
蒐集者|無盡之刃|致死宣告|衝擊火炮|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6695.webp,50.0,0.06,6
蒐集者|無盡之刃|衝擊火炮|致死宣告|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/6695.webp,50.0,0.06,6
蒐集者|無盡之刃|致死宣告|衝擊火炮|夜色緣界,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3814.webp,66.67,0.06,6
妖夢鬼刀|蒐集者|多明尼克的問候|無盡之刃|衝擊火炮,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp,66.67,0.06,6
蒐集者|無盡之刃|多明尼克的問候|幻影之舞|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3072.webp,16.67,0.06,6
蒐集者|無盡之刃|衝擊火炮|多明尼克的問候|魔提斯深淵,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3156.webp,83.33,0.06,6
蒐集者|無盡之刃|致死宣告|嗜血者|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3094.webp,33.33,0.06,6
公理弧刃|蒐集者|多明尼克的問候|無盡之刃|衝擊火炮,https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp,83.33,0.06,6
126697|蒐集者|衝擊火炮|無盡之刃|致死宣告,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp,66.67,0.06,6
蒐集者|無盡之刃|多明尼克的問候|衝擊火炮|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3046.webp,40.0,0.05,5
126697|無盡之刃|多明尼克的問候|衝擊火炮|嗜血者,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp,40.0,0.05,5
蒐集者|無盡之刃|衝擊火炮|幻影之舞|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3072.webp,80.0,0.05,5
蒐集者|衝擊火炮|無盡之刃|幻影之舞|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3072.webp,60.0,0.05,5
無盡之刃|蒐集者|衝擊火炮|致死宣告|嗜血者,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3072.webp,80.0,0.05,5
蒐集者|無盡之刃|衝擊火炮|多明尼克的問候|3032,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3032.webp,100.0,0.05,5
蒐集者|無盡之刃|公理弧刃|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,80.0,0.05,5
126697|蒐集者|致死宣告|無盡之刃|衝擊火炮,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp,40.0,0.05,5
蒐集者|衝擊火炮|致死宣告|無盡之刃|水星彎刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3139.webp,100.0,0.05,5
蒐集者|無盡之刃|衝擊火炮|夜色緣界|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3036.webp,80.0,0.05,5
蒐集者|公理弧刃|多明尼克的問候|衝擊火炮|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp,60.0,0.05,5
蒐集者|衝擊火炮|無盡之刃|公理弧刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp,60.0,0.05,5
蒐集者|無盡之刃|多明尼克的問候|不朽盾弓|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6673.webp|https://cdn5.lolalytics.com/item64/3072.webp,20.0,0.05,5
蒐集者|無盡之刃|多明尼克的問候|衝擊火炮|魔提斯深淵,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3156.webp,40.0,0.05,5
126697|蒐集者|無盡之刃|衝擊火炮|公理弧刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6696.webp,60.0,0.05,5
126697|蒐集者|多明尼克的問候|無盡之刃|嗜血者,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3072.webp,60.0,0.05,5
蒐集者|無盡之刃|衝擊火炮|妖夢鬼刀|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3036.webp,60.0,0.05,5
蒐集者|衝擊火炮|無盡之刃|致死宣告|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3142.webp,80.0,0.05,5
蒐集者|無盡之刃|多明尼克的問候|衝擊火炮|126697,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/126697.webp,60.0,0.05,5
126697|公理弧刃|蒐集者|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,40.0,0.05,5
蒐集者|衝擊火炮|無盡之刃|致死宣告|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/6695.webp,40.0,0.05,5
蒐集者|公理弧刃|126697|多明尼克的問候|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp,40.0,0.05,5
蒐集者|無盡之刃|多明尼克的問候|嗜血者|不朽盾弓,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6673.webp,25.0,0.04,4
126697|蒐集者|無盡之刃|衝擊火炮|不朽盾弓,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6673.webp,75.0,0.04,4
蒐集者|無盡之刃|多明尼克的問候|夜色緣界|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3094.webp,50.0,0.04,4
蒐集者|衝擊火炮|無盡之刃|致死宣告|魔提斯深淵,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3156.webp,50.0,0.04,4
3032|無盡之刃|衝擊火炮|多明尼克的問候|嗜血者,https://cdn5.lolalytics.com/item64/3032.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp,75.0,0.04,4
蒐集者|公理弧刃|妖夢鬼刀|多明尼克的問候|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp,50.0,0.04,4
126697|蒐集者|無盡之刃|衝擊火炮|幻影之舞,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3046.webp,75.0,0.04,4
蒐集者|無盡之刃|致死宣告|衝擊火炮|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3142.webp,25.0,0.04,4
蒐集者|衝擊火炮|無盡之刃|巨蛇鋒牙|致死宣告,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6695.webp|https://cdn5.lolalytics.com/item64/3033.webp,50.0,0.04,4
蒐集者|公理弧刃|無盡之刃|多明尼克的問候|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3046.webp,75.0,0.04,4
126697|蒐集者|無盡之刃|多明尼克的問候|公理弧刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6696.webp,75.0,0.04,4
126697|公理弧刃|多明尼克的問候|蒐集者|無盡之刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp,100.0,0.04,4
126697|無盡之刃|蒐集者|衝擊火炮|多明尼克的問候,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp,50.0,0.04,4
蒐集者|公理弧刃|衝擊火炮|多明尼克的問候|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp,75.0,0.04,4
蒐集者|妖夢鬼刀|衝擊火炮|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,50.0,0.04,4
妖夢鬼刀|衝擊火炮|無盡之刃|蒐集者|多明尼克的問候,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp,75.0,0.04,4
妖夢鬼刀|衝擊火炮|多明尼克的問候|無盡之刃|蒐集者,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp,0.0,0.04,4
126697|無盡之刃|衝擊火炮|多明尼克的問候|嗜血者,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp,75.0,0.04,4
無盡之刃|蒐集者|多明尼克的問候|衝擊火炮|夜色緣界,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3814.webp,75.0,0.04,4
無盡之刃|蒐集者|多明尼克的問候|嗜血者|衝擊火炮,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3094.webp,50.0,0.04,4
蒐集者|公理弧刃|無盡之刃|衝擊火炮|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp,25.0,0.04,4
蒐集者|無盡之刃|致死宣告|幻影之舞|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3033.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3072.webp,75.0,0.04,4
蒐集者|無盡之刃|衝擊火炮|多明尼克的問候|中婭沙漏,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3157.webp,50.0,0.04,4
126697|公理弧刃|蒐集者|夜色緣界|無盡之刃,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3814.webp|https://cdn5.lolalytics.com/item64/3031.webp,50.0,0.04,4
蒐集者|無盡之刃|衝擊火炮|不朽盾弓|水星彎刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6673.webp|https://cdn5.lolalytics.com/item64/3139.webp,50.0,0.04,4
蒐集者|妖夢鬼刀|多明尼克的問候|無盡之刃|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp,25.0,0.04,4
蒐集者|無盡之刃|嗜血者|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,50.0,0.04,4
蒐集者|無盡之刃|多明尼克的問候|嗜血者|幻影之舞,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/3046.webp,75.0,0.04,4
蒐集者|衝擊火炮|多明尼克的問候|幻影之舞|無盡之刃,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3046.webp|https://cdn5.lolalytics.com/item64/3031.webp,50.0,0.04,4
無盡之刃|蒐集者|衝擊火炮|多明尼克的問候|夜色緣界,https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3814.webp,75.0,0.04,4
126697|無盡之刃|蒐集者|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,75.0,0.04,4
蒐集者|無盡之刃|衝擊火炮|嗜血者|巨蛇鋒牙,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3072.webp|https://cdn5.lolalytics.com/item64/6695.webp,50.0,0.04,4
蒐集者|無盡之刃|衝擊火炮|巨蛇鋒牙|致死宣告,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6695.webp|https://cdn5.lolalytics.com/item64/3033.webp,25.0,0.04,4
126697|公理弧刃|無盡之刃|多明尼克的問候|嗜血者,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3072.webp,50.0,0.04,4
蒐集者|無盡之刃|衝擊火炮|巨蛇鋒牙|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6695.webp|https://cdn5.lolalytics.com/item64/3036.webp,0.0,0.04,4
公理弧刃|126697|蒐集者|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,25.0,0.04,4
蒐集者|衝擊火炮|公理弧刃|無盡之刃|多明尼克的問候,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3036.webp,50.0,0.04,4
蒐集者|無盡之刃|公理弧刃|多明尼克的問候|衝擊火炮,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3094.webp,50.0,0.04,4
126697|蒐集者|無盡之刃|衝擊火炮|夜色緣界,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3814.webp,100.0,0.03,3
蒐集者|無盡之刃|衝擊火炮|公理弧刃|嗜血者,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3072.webp,66.67,0.03,3
126697|蒐集者|衝擊火炮|無盡之刃|不朽盾弓,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/6673.webp,33.33,0.03,3
妖夢鬼刀|無盡之刃|衝擊火炮|多明尼克的問候|蒐集者,https://cdn5.lolalytics.com/item64/3142.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/6676.webp,100.0,0.03,3
蒐集者|公理弧刃|多明尼克的問候|無盡之刃|妖夢鬼刀,https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/6696.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp,66.67,0.03,3
126697|蒐集者|多明尼克的問候|無盡之刃|妖夢鬼刀,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/6676.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3142.webp,33.33,0.03,3
126697|多明尼克的問候|無盡之刃|衝擊火炮|不朽盾弓,https://cdn5.lolalytics.com/item64/126697.webp|https://cdn5.lolalytics.com/item64/3036.webp|https://cdn5.lolalytics.com/item64/3031.webp|https://cdn5.lolalytics.com/item64/3094.webp|https://cdn5.lolalytics.com/item64/6673.webp,33.33,0.03,3
